"KO","log2FoldChange","log2CPM","PValue","FDR","level","descri","text"
"K01419",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","hslV, clpQ; ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]",NA
"K01823",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","idi, IDI; isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]",NA
"K01916",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","nadE; NAD+ synthase [EC:6.3.1.5]",NA
"K02750",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","PTS-Glv-EIIC, glvC, malP, aglA; PTS system, alpha-glucoside-specific IIC component",NA
"K02781",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","PTS-Gut-EIIA, srlB; PTS system, glucitol/sorbitol-specific IIA component [EC:2.7.1.198]",NA
"K02798",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","PTS-Mtl-EIIA, mtlA, cmtB; PTS system, mannitol-specific IIA component [EC:2.7.1.197]",NA
"K02819",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","PTS-Tre-EIIC, treB; PTS system, trehalose-specific IIC component",NA
"K03647",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","nrdI; protein involved in ribonucleotide reduction",NA
"K03667",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","hslU; ATP-dependent HslUV protease ATP-binding subunit HslU",NA
"K05847",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","opuA; osmoprotectant transport system ATP-binding protein",NA
"K07304",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]",NA
"K07305",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]",NA
"K07393",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","ECM4, yqjG; glutathionyl-hydroquinone reductase [EC:1.8.5.7]",NA
"K08234",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","yaeR; glyoxylase I family protein",NA
"K10009",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","ABC.CYST.P; cystine transport system permease protein",NA
"K10010",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","ABC.CYST.A; cystine transport system ATP-binding protein [EC:3.6.3.-]",NA
"K11535",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","nupC; nucleoside transport protein",NA
"K11733",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","lysP; lysine-specific permease",NA
"K16012",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","cydC; ATP-binding cassette, subfamily C, bacterial CydC",NA
"K16013",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","cydD; ATP-binding cassette, subfamily C, bacterial CydD",NA
"K16923",2.55966007081396,8.21457799817411,8.58168563909162e-05,0.000595850770045585,"LbGP","qrtT; energy-coupling factor transport system substrate-specific component",NA
"K17686",1.07458229003077,9.98246577877284,9.03044161116657e-05,0.000618329873018205,"LbGP","copA, ATP7; Cu+-exporting ATPase [EC:3.6.3.54]",NA
"K07713",-1.36812009678101,10.1949693424405,9.71127149577957e-05,0.000618329873018205,"DSS","zraR, hydG; two-component system, NtrC family, response regulator HydG",NA
"K00991",-0.999609812985254,10.4530002845485,0.000100431379901103,0.000618329873018205,"No","ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]",NA
"K00574",2.55196692999013,8.78269782205717,0.000104300522008575,0.000618329873018205,"LbGP","cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]",NA
"K02598",2.55196692999013,8.78269782205717,0.000104300522008575,0.000618329873018205,"LbGP","nirC; nitrite transporter",NA
"K02770",2.55196692999013,8.78269782205717,0.000104300522008575,0.000618329873018205,"LbGP","PTS-Fru-EIIC, fruA; PTS system, fructose-specific IIC component",NA
"K04072",2.55196692999013,8.78269782205717,0.000104300522008575,0.000618329873018205,"LbGP","adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]",NA
"K07150",2.55196692999013,8.78269782205717,0.000104300522008575,0.000618329873018205,"LbGP","K07150; uncharacterized protein",NA
"K07404",2.55196692999013,8.78269782205717,0.000104300522008575,0.000618329873018205,"LbGP","pgl; 6-phosphogluconolactonase [EC:3.1.1.31]",NA
"K00097",-1.46870643008554,9.09665141529847,0.000104626905745902,0.000618329873018205,"DSS","pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]",NA
"K00239",-1.46870643008554,9.09665141529847,0.000104626905745902,0.000618329873018205,"DSS","sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]",NA
"K00240",-1.46870643008554,9.09665141529847,0.000104626905745902,0.000618329873018205,"DSS","sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]",NA
"K00241",-1.46870643008554,9.09665141529847,0.000104626905745902,0.000618329873018205,"DSS","sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit",NA
"K00605",-1.46870643008554,9.09665141529847,0.000104626905745902,0.000618329873018205,"DSS","gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]",NA
"K02437",-1.46870643008554,9.09665141529847,0.000104626905745902,0.000618329873018205,"DSS","gcvH, GCSH; glycine cleavage system H protein",NA
"K07588",-1.46870643008554,9.09665141529847,0.000104626905745902,0.000618329873018205,"DSS","argK; LAO/AO transport system kinase [EC:2.7.-.-]",NA
"K07075",-1.61033482023863,9.94134085935788,0.000111154413948579,0.000618329873018205,"DSS","K07075; uncharacterized protein",NA
"K00009",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]",NA
"K00054",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","mvaA; hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]",NA
"K00712",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","tagE; poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]",NA
"K00756",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","pdp; pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]",NA
"K00924",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","E2.7.1.-; kinase [EC:2.7.1.-]",NA
"K00938",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","E2.7.4.2, mvaK2; phosphomevalonate kinase [EC:2.7.4.2]",NA
"K01060",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","cah; cephalosporin-C deacetylase [EC:3.1.1.41]",NA
"K01071",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","MCH; medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21]",NA
"K01073",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","E3.1.2.20; acyl-CoA hydrolase [EC:3.1.2.20]",NA
"K01250",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","rihA; pyrimidine-specific ribonucleoside hydrolase [EC:3.2.-.-]",NA
"K01281",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","pepX; X-Pro dipeptidyl-peptidase [EC:3.4.14.11]",NA
"K01428",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","ureC; urease subunit alpha [EC:3.5.1.5]",NA
"K01429",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","ureB; urease subunit beta [EC:3.5.1.5]",NA
"K01430",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","ureA; urease subunit gamma [EC:3.5.1.5]",NA
"K01597",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","MVD, mvaD; diphosphomevalonate decarboxylase [EC:4.1.1.33]",NA
"K01621",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]",NA
"K01635",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","lacD; tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]",NA
"K01641",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","E2.3.3.10; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]",NA
"K01838",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","pgmB; beta-phosphoglucomutase [EC:5.4.2.6]",NA
"K01958",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","PC, pyc; pyruvate carboxylase [EC:6.4.1.1]",NA
"K02074",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","ABC.ZM.A; zinc/manganese transport system ATP-binding protein",NA
"K02075",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","ABC.ZM.P; zinc/manganese transport system permease protein",NA
"K02076",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","zurR, zur; Fur family transcriptional regulator, zinc uptake regulator",NA
"K02086",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","dnaD; DNA replication protein",NA
"K02236",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","comC; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]",NA
"K02242",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","comFC; competence protein ComFC",NA
"K02244",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","comGB; competence protein ComGB",NA
"K02246",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","comGD; competence protein ComGD",NA
"K02531",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","lacT; transcriptional antiterminator",NA
"K02840",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","waaB, rfaB; UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase [EC:2.4.1.-]",NA
"K02859",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","ribT; riboflavin biosynthesis RibT protein",NA
"K03697",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","clpE; ATP-dependent Clp protease ATP-binding subunit ClpE",NA
"K03708",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","ctsR; transcriptional regulator of stress and heat shock response",NA
"K03709",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator",NA
"K03713",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","glnR; MerR family transcriptional regulator, glutamine synthetase repressor",NA
"K03739",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","dltB; membrane protein involved in D-alanine export",NA
"K03740",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","dltD; D-alanine transfer protein",NA
"K04074",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","divIVA; cell division initiation protein",NA
"K04086",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","clpL; ATP-dependent Clp protease ATP-binding subunit ClpL",NA
"K05311",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","cggR; central glycolytic genes regulator",NA
"K05823",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","dapL; N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]",NA
"K05910",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","npr; NADH peroxidase [EC:1.11.1.1]",NA
"K05937",2.96516617049597,8.08077235002066,0.000112181946007602,0.000618329873018205,"LbGP","K05937; uncharacterized protein",NA
